X	Y
40.27420000170724	74.36271123703932
78.24810082796847	60.161090138442525
49.15228475303319	60.86032423559523
72.73225143117365	64.79039437418982
10.08714069109869	6.87611874305882
71.21702109477333	61.894483152228744
18.70779301676263	25.203778385407464
55.21360593972673	41.574278464436546
62.16986260065443	46.894434746052674
64.6897090966457	79.16417811637767
17.04818087330593	13.128117484746861
49.68181501353061	77.96790844263391
46.12844666211824	62.65570218292863
49.3093707733713	71.35184877956014
71.71035416306054	33.36872803299777
33.416367900420006	33.06267000499211
49.8376875320084	66.88757956132814
37.624543597479004	35.226918665349324
47.583990352439244	36.256302327073435
73.10673547631201	47.30555382201154
